id,title,text
1223,Komunikacija,"Gljive komuniciraju kako bi koordinisale i organizovale svoj rast i razvoj, kao što je formiranje micelije i ploda. Gljive komuniciraju sa svojim i srodnim vrstama, kao i sa negljivičnim organizmima u velikoj raznovrsnosti simbiotskih interakcija, posebno sa bakterijama, jednoćelijskim eukariotima, biljkama i insektima kroz biohemijske materije biotskog porekla. Biohemijske materije izazivaju da gljivični organizam reaguje na određeni način, dok ako isti hemijski molekuli nisu deo biotičkih poruka, oni ne izazivaju da gljivični organizam reaguje. Ovo podrazumeva da gljivični organizmi mogu razlikovati između molekula koji učestvuju u biotičkim porukama i sličnih molekula koji su nevažni u situaciji. Do sada je poznato da pet različitih primarnih signalizirajućih molekula koordiniše različite obrasce ponašanja kao što su filamentacija, parenje, rast i patogenost. Bihejvioralna koordinacija i proizvodnja signalnih supstanci se postiže kroz procese interpretacije koji omogućavaju organizmu da razlikuje između sebe ili ne-sebe, biotički indikator, biotičke poruke od sličnih, srodnih ili nepovezanih vrsta, pa čak i filtrira „šum“, tj. slične molekule bez biotičkog sadržaja."
1224,Sloveni,"Nasuprot tome, neki Sloveni su uklopljeni u druge populacije. Iako je većina nastavila na jug, privučena bogatstvom teritorije koja će postati Bugarska, nekolicina je ostala u karpatskom basenu i na kraju se uklopila u mađarsko ili rumunsko stanovništvo. U Rumuniji postoji veliki broj imena reka i drugih imena mesta slovenskog porekla."
1225,Arhitektura,"Arhitekte kao što su Mies van der Rohe, Filip Džonson i Marsel Breuer radili su na stvaranju lepote zasnovane na prisutnim kvalitetima građevinskih materijala i savremenim konstruktivnim tehnikama, trgujući tradicionalnim istorijskim oblicima za pojednostavljene geometrijske oblike, slaveći nova sredstva i metode koje je industrijska revolucija omogućila, uključujući i konstrukciju čeličnih okvira, koja je izrodila visoku nadgradnju. Do sredine veka, modernizam se pretvorio u međunarodni stil, estetiku koju su na mnogo načina oličile Kule bliznakinja u Svetskom trgovinskom centru u Njujorku, koji je dizajnirao Minoru Jamasaki."
1226,Videokonferencija,"Internet konekcija velike brzine postala je šire upotrebljiva pri prihvatljivoj ceni, a cena tehnologije snimanja i prikazivanja video snimka je smanjena. Shodno tome, sistemi za lične vide-okonferencije zasnovani na veb kameri, personalnom računarskom sistemu, softverskoj kompresiji i širokopojasnoj internet konekciji postali su pristupačni široj javnosti. Takođe, hardver koji se koristi za ovu tehnologiju nastavio je da se poboljšava u kvalitetu, a cene su dramatično pale. Dostupnost besplatnog softvera (često kao deo programa za ćaskanje) učinila je video-konferenciju na osnovu softvera dostupnim mnogima."
1227,Bezbednost_računara,"Ozbiljna finansijska šteta je prouzrokovana kršenjem bezbednosti, ali zato što ne postoji standardni model za procenu troškova incidenta, jedini dostupni podaci su oni koje objavljuju uključene organizacije. „Nekoliko konsultantskih firmi za računarsku bezbednost prave procene ukupnih gubitaka širom sveta koji se mogu pripisati napadima virusa i crva i neprijateljskim digitalnim aktima uopšte. Procene gubitaka ovih kompanija za 2003. godinu kreću se od 13 milijardi dolara (samo za crve i viruse) do 226 milijardi dolara (za sve oblike skrivenih napada). Pouzdanost ovih procena se često osporava; osnovna metodologija je u osnovi anegdotska”."
1228,Jutjub,"U novembru 2008. godine, dodata je podrška za 720p HD. U vreme pokretanja 720p, puštanje na Jutjub-u je promenjeno iz odnosa prikaza 4:3 u široki ekran 16:9. Sa ovom novom funkcijom, Jutjub je započeo prelazak na H.264/MPEG-4 AVC kao podrazumevani format kompresije videa. U novembru 2009. godine, dodata je 1080p HD podrška. U julu 2010. godine, Jutjub je saopštio da je pokrenuo niz video snimka u 4K formatu, koji omogućava rezoluciju do 4096×3072 piksela. U junu 2015. godine, dodata je podrška za 8K rezoluciju, a videi se puštaju u 7680×4320 piksela."
1229,Florida,"Bruto domaći proizvod (BDP) Floride u 2010. godini iznosio je 748 milijardi dolara. Njen BDP je četvrta najveća ekonomija u Sjedinjenim Državama. U 2010. godini postala je četvrta najveća izvoznica trgovinske robe. Najveći doprinos državnoj bruto proizvodnji u 2007. godini bile su opšte usluge, finansijske usluge, trgovina, saobraćaj i javna komunalna preduzeća, proizvodnja i građevinarstvo, respektivno. U periodu od 2010. godine do 2011. godine, državni budžet je iznosio 70.5 milijardi dolara, dostigavši maksimum od 73.8 milijardi dolara u periodu od 2006. godine do 2007. godine. Izvršni direktor časopisa proglasio je Floridu za treću „Najbolju državu za poslovanje” 2011. godine."
1230,Obrazovanje,"Nakon pada Rima, Katolička crkva je postala jedini čuvar pismene učenosti u Zapadnoj Evropi. Crkva je u ranom srednjem veku uspostavila katedralne škole kao centre naprednog obrazovanja. Neke od ovih ustanova su se na kraju razvile u srednjovekovne univerzitete i preteče mnogih modernih univerziteta u Evropi. Tokom visokog srednjeg veka, katedrala u Šartru je vodila čuvenu i uticajnu školu u katedrali u Šartru. Srednjovekovni univerziteti zapadnog hrišćanstva bili su dobro integrisani u čitavoj zapadnoj Evropi, podsticali slobodu istraživanja i proizveli veliki broj vrsnih naučnika i prirodnih filozofa, uključujući Tomasa Akvinskog sa Univerziteta u Napulju, Roberta Grosetestea sa Univerziteta u Oksfordu, ranog izlagača sistematskog i pionirskog metoda naučnog eksperimentisanja, i svetog Alberta Velikog, pionira biološkog terenskog istraživanja. Osnovan 1088. godine, Univerzitet u Bolonji se smatra prvim i najstarijim univerzitetom koji neprekidno radi."
1231,Televizija_visoke_definicije,"Frivju VD servis trenutno sadrži 10 VD kanala (od decembra 2013. godine) i uveden je postepeno region po region širom Ujedinjenog Kraljevstva u skladu sa procesom prelaska na digitalno emitovanje, a konačno je završen u oktobru 2012. godine. Međutim, Frivju VD nije prvi VDTV servis preko digitalne zemaljske televizije u Evropi;"
1232,Sloveni,"Prema teoriji istočne otadžbine, pre nego što su postali poznati rimskom svetu, plemena koja su govorila slovenskim jezikom bila su deo mnogih multietničkih konfederacija Evroazije, poput sarmatskog, hunskog i gotskog carstva. Sloveni su izašli iz anonimnosti kada je kretanje Nemaca na zapad u 5. i 6. veku n. e. (za koje se smatra da je u vezi sa kretanjem naroda iz Sibira i Istočne Evrope: Huna, a kasnije Avara i Bugara) započelo veliku migraciju Slovena,koji su naselili zemlje koje su napustila germanska plemena bežeći od Huna i njihovih saveznika: na zapad u zemlju između Odre i linije Elbe-Sale; prema jugu u Češku, Moravsku, veći deo današnje Austrije, Panonsku niziju i Balkan; i prema severu duž gornjeg toka reke Dnjepra. Možda su neki Sloveni migrirali sa kretanjem Vandala u Iberiju i severnu Afriku."
1233,Savez_fudbal,"Upravljačka tela u svakoj zemlji rade ligaške sisteme u domaćoj sezoni, obično se sastoje od nekoliko divizija, u kojima timovi dobijaju bodove tokom cele sezone u zavisnosti od rezultata. Timovi su raspoređeni u tabele, stavljajući ih u redosled prema prikupljenim bodovima. Najčešće, svaki tim igra protiv svakog drugog tima u svojoj ligi kod kuće i u gostima, u svakoj sezoni, u turniru rotacije. Na kraju sezone, najbolji tim proglašava se šampionom. Nekoliko najboljih timova mogu biti unapređeni u višu diviziju, a jedan ili više timova koji završe na dnu ispadaju u nižu diviziju."
1234,Hard_rok,"U Sjedinjenim Državama, predvodnik makabr roka Alis Kuper postigao je glavni uspeh sa albumom „Škola je gotova” (1972. godine) koji se našao među deset najboljih. Sledeće godine blus rokeri Zi Zi Top izdali su svoj klasični album „Tri muškarca”, a Aerosmit je napravio svoj istoimeni debi album, kao i južnjački rokeri Lenerd Skinerd i proto-pank bend Njujork Dols, demonstrirajući raznovrsne pravce koji se prate u žanru. Montrouz, uključujući instrumentalni talenat Roni Montrouza i vokale Samija Hagara, i verovatno prvi potpuno američki hard rok bend koji je izazvao britansku dominaciju žanra, izdao je svoj prvi album 1973. godine. Kis je nadogradio teatralnost Alisa Kupera i izgled Njujork Dols-a kako bi stvorio jedinstvenu ličnost benda, postigavši svoj komercijalni iznenadni uspeh sa dvostrukim koncertnim albumom „Živ!” iz 1975. godine i pomogao da se hard rok unese u eru stadionskog roka. Sredinom 1970-ih godina, Aerosmit je postigao komercijalni i umetnički iznenadni uspeh sa albunon „Igračke na tavanu” (1975. godine) koji je dostigao jedanaesto mesto na američkoj listi albuma, i „Stene” (1976. godine) koji je dostigao treće mesto. Blu Ojster Kalt, formiran krajem 1960-ih godina, preuzeo je neke od elemenata koje je uveo Blek Sabat svojim iznenadnim uspehom zlatnog albuma uživo „Na nogama il na kolenima” (1975. godine), nakon čega je usledio njihov prvi platinasti album, „Agenti sreće” (1976. godine), koji je sadržao hit singl „(Ne plaši se) Žetelac”, koji je dostigao dvanaesto mesto na Bilbordovoj listi. Džurni je izdao svoj istoimeni debi album 1975. godine, a naredne godine Boston je izdao svoj veoma uspešan debi album. Iste godine, ženski hard rok bendovi doživeli su komercijalni uspeh, pa su Hart objavile „Brod snova Eni”, a „Begunci” su debitovali sa svojim istoimenim albumom. Dok je Hart imala više folk orjentisan hard rok zvuk Begunci je više bio sklon mešavini pank muzike i hard roka. Grupu Amboji Dukes, koja se pojavila iz detroitske garažne rok scene i bila najpoznatija po svom psihodeličnom hitu „Putovanje u centar uma” (1968. godine), koji se našao na listi 20 najboljih psihodeličnih hitova, raspustio je njihov gitarista Ted Njudžent, koji je započeo solo karijeru koja je rezultirala sa četiri uzastopna multiplatinasta albuma, između albuma „Ted Njudžent” (1975. godine) i njegovog najprodavanijeg albuma „Dabl lajv Gonzo” (1978. godine)."
1235,Arsenal_FK,"Dugi niz godina, Arsenalove gostujuće boje bile su bele majce i ili crni ili beli šorc. U sezoni 1969./1970.godine, Arsenal je predstavio gostujuću sportsku opremu od žutih majci sa plavim šorcevima. Ova sportska oprema je nošena u finalu FA kupa 1971. godine kada je Arsenal pobedio Liverpul i obezbedio duplu krunu po prvi put u svojoj istoriji. Arsenal je sledeće godine ponovo stigao do finala FA kupa noseći crveno-beli domaći dres i poražen je od Lids Junajteda. Arsenal je zatim u tri finla FA Kupa u narednim sezonama između 1978. godine i 1980. godine nosio svoj „srećni” žuti i plavi dres, koji je ostao klupski gostujući dres sve do izdavanja zeleno-plave gostujuće sportske opreme u sezoni 1982./1983. godine. Sledeće sezone, Arsenal se vratio na žutu i plavu šemu, iako sa tamnijom nijansom plave od ranije."
1236,Florida,"Od 1930-ih godina do većeg dela 1960-ih godina, Florida je u suštini bila jednopartijska država kojom su dominirale bele konzervativne demokrate, koji su zajedno sa drugim demokratama čvrstog juga, imale značajnu kontrolu u Kongresu. Dobijali su savezni novac iz nacionalnih programa; kao i druge južne države, stanovnici Floride su dobili više federalnog novca nego što su plaćali u vidu poreza: država je neto korisnik. Od 1970-ih godina, konzervativna bela većina glasača u državi se u velikoj meri premestila sa Demokratske na Republikansku partiju. Nastavila je da podržava republikanske predsedničke kandidate tokom 20. veka, osim 1976. godine i 1996. godine, kada je demokratski kandidat bio sa juga. Imali su „luksuz da glasaju za predsedničke kandidate koji se obavezuju da će smanjiti poreze i zaustaviti proširenje vlade, dok su znali da će njihove delegacije u Kongresu nastaviti da štite federalnu porošnju”."
1237,Premijer_Liga,"Premijer liga je korporacija u kojoj 20 klubova članica imaju ulogu akcionara. Sezone traju od avgusta do maja. Timovi igraju po 38 utakmica svaki (sa svakim timom igraju u ligi dva puta, kod kuće i u gostima), ukupno 380 utakmica u sezoni. Većina utakmica se igra subotom i nedeljom popodne; druge tokom radnog dana uveče. Trenutno je sponzorisana od strane Barkli banke i zato je zvanično poznata kao Barkli Premier Liga i kolokvijalno je poznata kao Premijer Liga. Izvan Ujedinjenog Kraljevstva, obično se naziva engleska Premijer liga (EPL)."
1238,Moderna_istorija,"U Kini se urbanizacija povećavala kako je rastao broj stanovnika i kako je podela rada postajala sve složenija. Veliki urbani centri, kao što su Nanking i Peking, takođe su doprineli rastu privatne industrije. Posebno su se razvile male industrije, često specijalizovale za proizvode od papira, svile, pamuka i porcelana. U većini slučajeva, međutim, u celoj zemlji su se proširili relativno mali urbani centri sa pijacama. Na gradskim pijacama se uglavnom trgovalo hranom, uz neke neophodne proizvode kao što su igle ili ulje. Uprkos ksenofobiji i intelektualnom samosagledavanju karakterističnom za sve popularniju novu školu neokonfučijanizma, Kina pod ranom dinastijom Ming nije bila izolovana. Spoljnotrgovinski i drugi kontakti sa spoljnim svetom, posebno sa Japanom, znatno su porasli. Kineski trgovci su istraživali ceo Indijski okean, stigavši do Istočne Afrike sa bogatim putovanjima Dženg Hea."
1239,Računar,"Termin hardver pokriva sve one delove računara koji su realni objekti. Kola, displeji, izvori napajanja, kablovi, tastature, štampači i miševi su sve hardver."
1240,Televizija_visoke_definicije,"To takođe uključuje alternativni VDMAC format skeniranja 1440×1152. (Prema nekim izveštajima, sporni format od 750 linija (720p) (720 progresivno skeniranih linija) neki na MTU su posmatrali kao poboljšani televizijski format, a ne kao pravi VDTV format, pa nije bio uključen, iako su sistemi 1920×1080i i 1280×720p za niz kadrova i brzina polja definisani os strane nekoliko američkih SMPTE standarda.)"
1241,Biodiverzitet,"Brazilska atlantska šuma se smatra jednom takvom žarišnom tačkom, koja sadrži oko 20.000 biljnih vrsta, 1.350 kičmenjaka i milione insekata, od kojih se otprilike polovina ne nalazi nigde drugde. Posebno se izdvajaju ostrvo Madagaskar i Indija. Kolumbiju karakteriše visok biodiverzitet, sa najvećom stopom vrsta po jedinici površine širom sveta i ima najveći broj endema (vrsta koje se prirodno ne nalaze nigde drugde) od bilo koje zemlje. Oko 10% vrsta na Zemlji može se naći u Kolumbiji, uključujući preko 1.900 vrsta ptica, više nego u Evropi i Severnoj Americi zajedno. Kolumbija ima 10% svetskih vrsta sisara, 14% vrsta vodozemaca i 18% vrsta ptica u svetu. Madagaskarske suve listopadne šume i ravničarske prašume poseduju visok odnos endemizma. Otkako se ostrvo odvojilo od kontinentalne Afrike pre 66 miliona godina, mnoge vrste i ekosistemi su evoluirali nezavisno. 17.000 ostrva u Indoneziji pokrivaju 735.355 kvadratnih milja (1.904.560 km2) i imaju 10% svetskih cvetnih biljaka, 12% sisara i 17% gmizavaca, vodozemaca i ptica - zajedno sa skoro 240 miliona ljudi. Mnogi regioni velikog biodiverziteta i/ili endemizma potiču iz specijalizovanih staništa koja zahtevaju neobične adaptacije, na primer, alpsko okruženje u visokim planinama ili severnoevropska tresetišta."
1242,Videokonferencija,"U maju 2005. godine, prvi sistemi za video-konferencije visoke oštrine, proizvedeni od strane LajfSajz komunikacije, prikazani su na Introp sajmu u Las Vegasu, Nevada, u stanju da obezbede video pri 30 slika u sekundi sa rezolucijom ekrana od 1280 do 720. Polikom je 2006. godine na tržištu predstavio svoj prvi sistem za video-konferencije visoke oštrine. Od 2010. godine, visoka oštrina rezolucije za video-konferencije postala je popularna karakteristika, a nudi je većina velikih dobavljača na tržištu video-konferencija."
1243,Florida,"Od 2010. godine, oni evropskog porekla (ne-hispanski Belci) činili su 57.9% stanovništva Floride. Od 57.9%, najveće grupe su bile 12.0% Nemaca (2.212.391), 10,7% Iraca (1.979.058), 8,8% Engleza (1.629.832), 6,6% Italijana (1.215.242), 2,8% Poljaka (511.229) i 2,7% Francuza (504.641). Beli Amerikanci svih evropskih porekla prisutni su u svim delovima države. Godine 1970., ne-hispanski Belci su bili skoro 80% stanovništva Floride. Oni engleskog i irskog porekla prisutni su u velikom broju u svim urbanim/prigradskim područjima širom države. Neki domaći beli stanovnici Floride, posebno oni koji potiču iz dugogodišnjih porodica na Floridi, mogu sebe da nazivaju „krekerima sa Floride”; drugi vide taj termin pogrdno. Kao i belci u većini drugih južnih država, oni potiču uglavnom od engleskih i škotsko-irskih doseljenika, kao i od nekih drugih britansko-američkih doseljenika."
1244,Klasična_muzika,"Skoro svi kompozitori koji su opisani u muzičkim udžbenicima o klasičnoj muzici i čija se dela široko izvode kao deo standardnog koncertnog repertoara su muški kompozitori, iako je tokom perioda klasične muzike postojao veliki broj ženskih kompozitora. Muzikolog Marsija Sitron je postavila pitanje: ""Zašto je muzika koju komponuju žene toliko marginalna  u odnosu na standardan ""klasični"" repertoar?"" Sitron ""ispituje prakse i stavove koji su doveli do isključenja ženskih kompozitora iz prihvaćenog 'kanona' izvođenih muzičkih dela"". Ona tvrdi da su u 1800-ih, žene kompozitori obično pisale umetničke pesme za izvođenje u malim recitalima, a ne simfonije namenjene izvođenju sa orkestrom u velikoj sali, pri čemu su se ova druga dela smatrala najvažnijim žanrom za kompozitore; pošto žene kompozitori nisu napisale mnoge simfonija, smatralo  se da nisu značajne kao kompozitori. ""... U "" Kratkoj Oksfordskoj istoriji muzike"" , Klara Šuman je jedna od retkih ženskih kompozitora koje se pominju"". Abbi Filips navodi da su "" tokom 20. veka žene koje su komponovale/svirale dobijale daleko manje pažnje od svojih muških kolega. """
1245,Sloveni,"Sloveni se obično dele po geografskim linijama u tri velike podgrupe: Zapadni Sloveni, Istočni Sloveni i Južni Sloveni, svaki sa različitim i raznolikim  pozadinama zasnovanim na jedinstvenoj istoriji, religiji i kulturi određenih slovenskih grupa u njima. Osim praistorijskih arheoloških kultura, podgrupe su imale značajni kulturni kontakt sa neslovenskim civilizacijama bronzanog i gvozdenog doba."
1246,Mašina_za_pretragu_prošlih_verzija,"U oktobru 2013. godine, kompanija je najavila funkciju „sačuvaj stranicu” koja omogućava bilo kom internet korisniku da arhivira sadržaj URL adrese. Ovo je postalo pretnja zloupotrebe od strane servisa za iznajmljivanje prostora zlonamernih binarnih fajlova."
1247,Moderna_istorija,"U severnoj Americi, posebno u prvoj polovini ovog perioda, ljudi su doživeli značajan prosperitet u burnim dvadesetim godinama. Socijalni i društveni preokret poznat kao burne dvadesete počeo je u severnoj Americi i proširio se u Evropu nakon Prvog svetskog rata. Burne dvadesete, često nazvane „džez doba”, doživele su izlaganje društvene, umetničke i kulturne dinamike. „Normalnost” se vratila u politiku, džez muzika je cvetala, flaper je redefinisao  modernu ženstvenost, Art Deko je dostigao vrhuncu. Duh burnih dvadesetih  bio je obeležen opštim osećanjem prekida povezanog sa modernošću, raskidom sa tradicijama. Činilo se da je sve moguće uz modernu tehnologiju. Nove tehnologije, posebno automobili, filmovi i radio, proširili su  „modernost” na veliki deo stanovništva. Dvadesete godine prošlog veka su videle opštu naklonost praktičnosti, kako u arhitekturi tako i u svakodnevnom životu. Dvadesete godine prošlog veka je dodatno odlikovalo nekoliko izuma i otkrića, obimnog industrijskog rasta i porasta potrošnje i težnji potrošača kao i značajnih promena u stilu života."
1248,Indeks_ljudskog_razvoja,"Indeks ljudskog razvoja kritikovan je iz više razloga, uključujući navodne ideološke pristrasnosti prema egalitarizmu i takozvanim „zapadnim modelima razvoja”, nesposobnost da se uključe bilo kakva ekološka razmatranja, nedostatak razmatranja tehnološkog razvoja ili doprinosa ljudskoj civilizaciji, fokusiranje isključivo na nacionalne rezultate i rangiranje, nedostatak pažnje na razvoj iz globalne perspektive, greške u merenju osnovnih statistika, kao i promene formule UNPD-a koje mogu dovesti do ozbiljnih pogrešnih klasifikacija u kategorizaciji  zemalja sa „niskim”, „srednjim”, „visokim” ili „veoma visokim” ljudskim razvojem."
1249,Dijalekt,"Mnogi istorijski lingvisti gledaju na bilo koji govorni oblik kao na dijalekt starijeg komunikacijskog medija iz kojeg se razvio. Ovakvo gledište vidi moderne romanske jezike kao dijalekte latinskog, moderni grčki kao dijalekt drevnog grčkog, Tok pisin kao dijalekt engleskog i severnogermanski kao dijalekat starog nordijskog. Ova paradigma nije sasvim jasna. Ona smatra genetske odnose najvažnijim: „dijalekti” „jezika” (koji sam može biti „dijalekt” još starijeg jezika) mogu ali i ne moraju biti međusobno razumljivi. Štaviše, osnovni jezik može da proizvede nekoliko „dijalekata” koji se sami podele nekoliko puta, pri čemu se  neke „grane” drveta menjaju brže od drugih."
1250,Indeks_ljudskog_razvoja,"Indeks ljudskog razvoja (HDI) je kompozitna statistika koja uključuje pokazatelje očekivanog životnog veka, obrazovanja i prihoda po glavi stanovnika, a koristi se za rangiranje zemalja u četiri nivoa ljudskog razvoja. Zemlja postiže viši HDI kada je očekivani životni vek duži, period obrazovanja duži i kada je prihod po glavi stanovnika viši. HDI je razvijen od strane pakistanskog ekonomiste Mahbuba ul Haka, često postavljen u kontekst da li ljudi mogu da „budu“ i „rade“ željene stvari u svom životu, a objavljen je od strane Programa za razvoj Ujedinjenih nacija za razvoj."
1251,Politička_korupcija,"Delovanja koja predstavljaju nezakonitu korupciju razlikuju se u zavisnosti od zemlje ili pravosuđa. Na primer, neke prakse političkog finansiranja koje su legalne u jednom mestu mogu biti nezakonite u drugom. U nekim slučajevima, vladini funkcioneri imaju široka ili loše definisana ovlašćenja, što otežava razlikovanje između legalnih i nezakonitih radnji. Procenjuje se da samo podmićivanje, širom sveta, čini preko 1 bilion američkih dolara. Stanje neograničene političke korupcije poznato je kao kleptokratija, što doslovno znači „vladavina lopova”."
1252,Gimnastika,"Tipična vežba konja sa hvataljkama obuhvata rad i jedne noge i rad obe noge. Veštine jednom nogom su uglavnom zasnovane u obliku makaza, elementa koji se često radi na hvataljkama. Međutim, rad sa obe noge je glavna osobina ovog događaja. Gimnastičar zamahuje obema nogama kružnim pokretima (u smeru kazaljke na satu ili u suprotnom smeru u zavisnosti od izbora) i izvodi takve veštine na svim delovima gimnastičke sprave. Da bi vežba bila izazovnija, gimnastičari će često uključiti varijacije tipične za veštinu kruženja okretanjem (snažna hvatanja i vretena) ili raskrečenih nogu (širenja). Programi se završavaju kada gimnastičar izvrši sjahanje, bilo tako što zamahne svoje telo preko konja, ili se spusti nakon stajanja na rukama. To zahteva mišiće leđa za obavljanje bilo koje veštine. Od stajanja na rukama koji je lak unazad ili okreta napred koji je malo teži."
1253,Klasična_muzika,"Dok je jednak temperament postepeno postao prihvaćen kao dominantni muzički temperament tokom 18. veka, za muziku iz ranijih perioda često se koriste različiti istorijski temperamenti. Na primer, muzika engleske renesanse  se često  izvodi u srednjem temperamentu."
1254,Moderna_istorija,"Malo Kineza je imalo bilo koju iluziju o japanskim namerama u Kini. Gladan sirovina i pritisnut rastućom populacijom, Japan je pokrenuo zauzimanje Mandžurije u septembru 1931. godine i uspostavio bivšeg cara dinastije Ćing Pu Ija kao šefa marionetske države Mandžukuo 1932. godine. Tokom Kinesko-japanskog rata (1937. godine-1945. godine), gubitak Mandžurije, i njenog ogromnog potencijala za industrijski razvoj i ratne industrije, bio je udar po ekonomiju Kuomintanga. Liga nacija, osnovana na kraju Prvog svetskog rata, nije bila u stanju da se suoči sa japanskim prkosom. Nakon 1940. godine, sukobi između Kuomintanga i komunista postali su češći u područjima koja nisu pod japanskom kontrolom. Komunisti su proširili svoj uticaj svuda gde su se pojavile prilike kroz masovne organizacije, administrativne reforme, i mere zemljišne i poreske reforme u korist seljaka, dok je Kuomintang pokušao da neutrališe širenje komunističkog uticaja."
1255,Ljudi_crne_rase,"Crni ljudi je izraz koji se koristi u određenim zemljama, često u društveno zasnovanim sistemima rasne klasifikacije ili etničke pripadnosti, da opiše osobe koje se smatraju tamnoputim u poređenju sa drugim datim populacijama. Kao takav, značenje izraza se znatno razlikuje i između i unutar društava, i značajno zavisi od konteksta. Za mnoge druge pojedince, zajednice i zemlje, „crnac” se takođe smatra kao pogrdna, zastarela, pojednostavljena ili na neki drugi način nereprezentativna oznaka, i kao rezultat toga se ne koristi niti definiše."
1256,Osmansko_carstvo,"Sin Murata drugog, Mehmed Osvajač reorganizovao je državu i vojsku, i osvojio Konstantinopolj 29. maja 1453. godine. Mehmed je dozvolio Pravoslavnoj crkvi da zadrži svoju autonomiju i zemlju u zamenu za prihvatanje osmanske vlasti. Zbog loših odnosa između država zapadne Evrope i kasnijeg Vizantijskog carstva, većina pravoslavnog stanovništva je prihvatila osmansku vlast kao bolju od Mletačke. Albanski otpor bio je glavna prepreka za osmansku ekspanziju na italijanskom poluostrvu."
1257,Televizija_visoke_definicije,"Nekoliko sistema je predloženo kao novi standard za Sjedinjene Države, uključujući i japanski sistem MUSE, ali su svi odbačeni od strane FCC zbog njihovih većih zahteva za propusnim opsegom. U to vreme, broj televizijskih kanala je brzo rastao, i propusni opseg je već bio problem. Novi standard je morao biti efikasniji, zahtevajući manji propusni opseg za VDTV nego postojeći NTSC."
1258,Varenje,"Laktaza je enzim koji razlaže disaharid laktozu na njegove sastavne delove, glukozu i galaktozu. Glukoza i galaktoza se mogu apsorbovati u tankom crevu. Približno 65 procenata odraslog stanovništva proizvodi samo male količine laktaze i nije u stanju da jede nefermentisanu hranu na bazi mleka. Ovo je opšte poznato kao netolerancija na laktozu. Netolerancija na laktozu značajno varira u zavisnosti od etničkog porekla; više od 90 procenata ljudi istočnoazijskog porekla je netolerantno na laktozu, za razliku od oko 5 procenata ljudi severnoevropskog porekla."
1259,Južna_Evropa,"U južnoj Evropi postoje i druge jezičke grupe. Albanski se govori u Albaniji, na Kosovu, Makedoniji i delovima Grčke. Malteški je semitski jezik koji je zvanični jezik Malte. Baskijski jezik se govori u Baskiji, regionu u severnoj Španiji i jugozapadnoj Francuskoj."
1260,Tajms,"Na sastanku 2007. godine sa Odborom  za komunikacije Doma lordova, koji je istraživao vlasništvo nad medijima i vestima, Mardok je izjavio da ga zakon i nezavisni odbor sprečavaju da vrši uređivačku kontrolu."
1261,Materijalizam,"U drevnoj indijskoj filozofiji, materijalizam se razvio oko 600 g. p. n. e. sa radovima Ajita Kesakambalija, (Pajasi, Kanada) i sledbenika Čarvaka škole filozofije. Kanada je postala jedan od ranih zagovornika atomizma. Najaja Vaisesika škola (600 g. p. n. e. - 100 g. p. n. e.) razvila je jedan od najranijih oblika atomizma, iako njihovi dokazi o Bogu i njihovo pretpostavljanje da svest nije materijalna,  sprečavaju da sebe nazivaju materijalistima. Budistički atomizam i džajnska škola nastavili su atomsku tradiciju."
1262,Arhitektura,"Arhitektura se bavi planiranjem i dizajniranjem oblika, prostora i ambijenta kako bi se odrazile funkcionalne, tehničke, društvene, ekološke i estetske razmere. To zahteva kreativnu manipulaciju  i koordinaciju materijala i tehnologije, i svetlosti i senke. Često se moraju rešiti konfliktni zahtevi. Praksa arhitekture takođe obuhvata pragmatične aspekte realizacije zgrada i struktura, uključujući planiranje, procenu troškova i administraciju izgradnje. Dokumentacija koju proizvode arhitekti, obično crteži, planovi i tehničke specifikacije, definiše strukturu i/ili ponašanje zgrade ili druge vrste sistema koji će biti ili je bio izgrađen."
1263,Računar,"Mnoga mehanička pomagala za proračun i merenje su konstruisana za astronomsku i navigacionu upotrebu. Planisfera je bila zvezdna karta koju je izmislio Abu Rajhan al-Biruni početkom 11. veka. Astrolab je izmišljen u helenističkom svetu u 1. ili 2. veku pre nove ere i često se pripisuje Hiparhu. Kombinacija planisfere i dioptre, astrolab je zapravo bio analogni računar sposoban da reši nekoliko različitih vrsta problema u sfernoj astronomiji. Astrolab koji uključuje mehanički kalendarski računar i zupčanike je izmislio Abu Bakar al-Isfahani, Persija 1235. godine. Abu Rajhan al-Biruni je izmislio prvi mehanički astrolab lunisolarnog kalendara, sa mehaničkim zupčanicima, prvobitnu fiksnu žičanu mašinu za obradu saznanja sa rotirajućim zupčanikom i zupčanicima oko 1000-e godine nove ere."
1264,Ljudi_crne_rase,"Ovi obrasci diskriminacije prema nebelcima naveli su neke akademike i druge aktiviste da se zalažu za upotrebu portugalskog izraza negro kako bi se obuhvatili svi ljudi afričkog porekla, kako bi se podstakla svest i identitet „crnca”. Ovaj predlog je kritikovan jer se smatra da termin pardo obuhvata širok spektar višerasnih ljudi, kao što su kaboklosi (mestici), asimilirani američki Indijanci i osobe trostrukog rasnog porekla, a ne samo ljudi delimičnog afričkog i evropskog porekla. Pokušaj da se cela ova grupa identifikuje kao „crnac” bio bi lažno nametanje drugačijeg identiteta izvan kulture i uskraćivanje ljudima njihovih drugih, podjednako validnih, porekla i kulture. Čini se da je to obrnuto pravilo jedna kap."
